type,Name,Lat,Lng,dcode,dname
clinic,นิติพลคลินิกเวชกรรม สาขาบิ๊กซี1003,13.854351,100.854739,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนซิรอตุ้ลญันนะห์,13.70264941,100.854204,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมคมสันการแพทย์,13.696573,100.853902,1011,ลาดกระบัง
clinic,ธีรพัฒน์คลินิกเวชกรรม,13.8374708,100.8531363,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองคอยรุดดีน,13.8270486,100.8492931,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนวัดราชโกษา,13.69845091,100.847608,1011,ลาดกระบัง
healthcenter,ศูนย์บริการสาธารณสุข 44 ลำผักชี หนองจอก,13.80655646,100.8470381,1003,หนองจอก
clinic,นวมินทร์สุขภาพดีคลินิกเวชกรรม สาขามหานคร,13.8204612,100.8451283,1003,หนองจอก
clinic,นวมินทร์สุขภาพดีคลินิกเวชกรรม สาขามหานคร,13.8203964,100.8450417,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนเอื้ออาทรแก้วประดับ,13.79978944,100.8445836,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนการเคหะหนองจอก,13.77430323,100.8444667,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะฉลองกรุงโซน 3,13.77837216,100.8442212,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะฉลองกรุงโซน 1,13.77638399,100.8441964,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนมิตรไมตรีสัมพันธ์,13.85845198,100.8437508,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทอง บ้านกระทุ่มราย,13.85547257,100.8433388,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนดารุ้ลมุกีมอุปถัมภ์,13.70707233,100.8428777,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะฉลองกรุงโซน 2,13.77757707,100.8417738,1003,หนองจอก
clinic,คลินิกเวชกรรมหมอวงวัฒน์,13.7757638,100.8412897,1003,หนองจอก
clinic,ลำผักชีคลินิกเวชกรรม,13.7757638,100.8412897,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนคอยรุตตั๊กวา,13.83181145,100.8409048,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองดารุ้ลฮาซานัย,13.93069607,100.839622,1003,หนองจอก
clinic,คราวน์คลินิกเวชกรรม สาขา1003,13.8535558,100.8390399,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนศิริวังพัฒนา,13.8064355,100.8381345,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนดารุ้ลมูฮายีรีน,13.73096979,100.8379054,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนอัลยามิอะห์,13.81719382,100.8377194,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนสหกรณ์ 93,13.91281854,100.837297,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองวัดลำพะอง,13.76857504,100.8369598,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนวัดลำพะอง,13.76830661,100.8365971,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนดารุ้ลคอยรอต,13.85489417,100.8361192,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะหมู่ 4 ลำต้อยติ่ง,13.76914569,100.8331546,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนเฉลิมพระเกียรตินูรุ้ลเอี๊ยะซาน,13.83928812,100.8321582,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านพัฒนา หมู่ 12-13,13.90680315,100.8319758,1003,หนองจอก
clinic,นวมินทร์สุขภาพดีคลินิกเวชกรรม สาขาลำผักชี,13.787693,100.826085,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนวัดสุทธาโภชน์สุนทรอุปถัมภ์,13.73485866,100.8253898,1011,ลาดกระบัง
clinic,อาร์ดับบลิวคลินิกเวชกรรม,13.711433,100.8228855,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนบาหยัน 1,13.85337309,100.821964,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองคู้บนพัฒนา,13.85617802,100.8215418,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองนูรุสสลาม,13.85176978,100.8187972,1003,หนองจอก
clinic,หัวตะเข้คลินิกเวชกรรม,13.7114921,100.8187726,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองบาหยัน,13.86478553,100.8186673,1003,หนองจอก
clinic,หน้านิคมลาดกระบังคลินิกเวชกรรม,13.7941607,100.8168141,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนสุเหร่านาตับ,13.82566878,100.8162359,1003,หนองจอก
clinic,มิตรไมตรีคลินิกเวชกรรม,13.8549738,100.815933,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนเลียบคลองมอญ,13.73240253,100.8152842,1011,ลาดกระบัง
clinic,หทัยราษฎร์คลินิกเวชกรรม สาขาหนองจอก,13.85644,100.8101,1003,หนองจอก
clinic,เฮลท์แคร์คลินิกเวชกรรม,13.8541406,100.8095162,1003,หนองจอก
clinic,เฮลท์แคร์คลินิกเวชกรรม,13.85433309,100.8095001,1003,หนองจอก
clinic,มาเด้คลินิกเวชกรรม,13.7591847,100.8083224,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนพัฒนาลำหินใต้,13.82717411,100.8082194,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนส่งเสริมศีลธรรม,13.85474203,100.8079885,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนคู้ล่างสร้างสรรค์,13.85266564,100.8076672,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านกิตติชัย 3,13.88267645,100.8070762,1003,หนองจอก
clinic,นายแพทย์ทรงพลคลินิกเวชกรรม,13.7205884,100.8061819,1011,ลาดกระบัง
clinic,กฤษณะสหคลินิก,13.85346929,100.804521,1003,หนองจอก
clinic,กฤษณะสหคลินิก,13.8534485,100.8042511,1003,หนองจอก
community_healthcenter,ศูนย์สุขภาพชุมชนสุทธาวาส,13.73845456,100.803441,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนมิตรสัมพันธ์ (ลาดกระบัง),13.76557002,100.8033157,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนสุกกาทอง,13.84799998,100.8030339,1003,หนองจอก
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 10,13.8115432,100.7999059,1010,มีนบุรี
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 10,13.8115432,100.7999059,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนแผ่นดินทองสุกกาทอง,13.85172956,100.7997789,1003,หนองจอก
clinic,หน้านิคมลาดกระบังคลินิกเวชกรรม,13.75647435,100.7985743,1011,ลาดกระบัง
clinic,ลาดกระบังคลินิกเวชกรรม,13.7572167,100.7984014,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนทองสงวน,13.81233475,100.798209,1010,มีนบุรี
clinic,นภดลคลินิกเวชกรรม,13.7557496,100.7979975,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนห้าพี่น้อง,13.850932,100.7976175,1046,คลองสามวา
clinic,คลินิกเวชกรรมฟาร์มเฮ้าส์,13.75591,100.7973767,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขานิคมลาดกระบัง,13.7566552,100.7964794,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขานิคมลาดกระบัง,13.756607,100.7963342,1011,ลาดกระบัง
clinic,ชองตาลคลินิกเวชกรรม,13.7496593,100.794902,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมประสานมิตร,13.7566348,100.7929705,1011,ลาดกระบัง
clinic,ฉลองกรุงคลินิกเวชกรรม,13.7580703,100.7920424,1011,ลาดกระบัง
clinic,ด็อกเตอร์พีชคลินิกเวชกรรม,13.7580703,100.7920424,1011,ลาดกระบัง
clinic,มินาโกะคลินิกเวชกรรม,13.7580703,100.7920424,1011,ลาดกระบัง
clinic,ละมุนคลินิกเวชกรรม,13.7580703,100.7920424,1011,ลาดกระบัง
clinic,อิซซาเบลคลินิกเวชกรรม,13.7580703,100.7920424,1011,ลาดกระบัง
clinic,ฮานึล คลินิกเวชกรรม,13.7580703,100.7920424,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนภราดรพัฒนา ม.5,13.84473872,100.7917425,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะคลอง 9,13.90782825,100.7913018,1046,คลองสามวา
clinic,นวมินทร์ 3 สหคลินิก สาขานิคมอุตสาหกรรมลาดกระบัง,13.7580233,100.7907141,1011,ลาดกระบัง
clinic,นวมินทร์ 3 สหคลินิก สาขานิคมอุตสาหกรรมลาดกระบัง,13.7581326,100.7905275,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมชุมชนราษฎร์อุทิศ 58,13.841541,100.788997,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนมีนบุรีการ์เด้นโฮม,13.82795188,100.7884322,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนทุ่งรวงทองพัฒนา,13.88064706,100.7880769,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนฉัตรหลวง,13.83763104,100.7872945,1010,มีนบุรี
clinic,คลินิกเวชกรรมหมอไมตรี,13.7218547,100.7867227,1011,ลาดกระบัง
clinic,สุวรรณภูมิเวชคลินิกเวชกรรม,13.7212746,100.7855267,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมจุฬารัตน์ 8,13.7218382,100.784897,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนบ้านศรีบูรพา,13.87741825,100.7846662,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนหลวงพรต-ท่านเลี่ยม,13.72566915,100.7842798,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมจุฬารัตน์ 8,13.721636,100.784218,1011,ลาดกระบัง
hospital_public,โรงพยาบาลลาดกระบัง กรุงเทพมหานคร,13.722551,100.784098,1011,ลาดกระบัง
clinic,เจเคแอลคลินิกเวชกรรม,13.7814728,100.7835568,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขาลาดกระบัง 50,13.7217563,100.7825966,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมกล้วยน้ำไท สาขาลาดกระบัง 50,13.721792,100.782588,1011,ลาดกระบัง
clinic,วงษ์อารีคลินิกเวชกรรม,13.8111887,100.7825382,1010,มีนบุรี
hospital_public,โรงพยาบาลนพรัตนราชธานี คุ้มเกล้า,13.80732118,100.7823167,1010,มีนบุรี
clinic,โรงพยาบาลนพรัตนราชธานี คุ้มเกล้า,13.8073054,100.7823166,1010,มีนบุรี
clinic,ชุมชนคลินิกเวชกรรม,13.722747,100.7820316,1011,ลาดกระบัง
pharmacy_nhso,ร้านเอ็กซ์ต้า พลัส สาขาลาดกระบัง 3 (ซอยจินดา),13.721181,100.781893,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนสุเหร่าบ้านเกาะ,13.82385266,100.7804097,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนโซ๊ะมันร่วมพัฒนา,13.83706306,100.7784013,1010,มีนบุรี
clinic,มิตรมวลชนสหคลินิก,13.7298889,100.7782323,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนบึงบัว,13.76611702,100.7778082,1011,ลาดกระบัง
clinic,โรงพยาบาลพระจอมเกล้าคุณทหาร,13.729527,100.777596,1011,ลาดกระบัง
pharmacy_nhso,เจริญช่าง เภสัช,13.83705,100.77753,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่ 14 พัฒนา,13.90458521,100.7774817,1046,คลองสามวา
clinic,คลินิกเวชกรรม สจล.,13.7295231,100.7774138,1011,ลาดกระบัง
clinic,นวมินทร์สุขภาพดีคลินิกเวชกรรม สาขาลำผักชี,13.7300694,100.7769938,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมหมอสุนทร,13.7191952,100.7769929,1011,ลาดกระบัง
clinic,ยูเรนัสคลินิกเวชกรรม,13.7263034,100.7767336,1011,ลาดกระบัง
clinic,วินคลินิกเวชกรรม,13.7263034,100.7767336,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนสามัคคีทำ,13.84033938,100.7752905,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนสามัคคีพัฒนา ม.1,13.83285157,100.7733654,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนตาหวานพัฒนา,13.83493661,100.7725024,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนนูรุ้ลอิสลาม,13.80457201,100.7719491,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนนูรุดดีนสร้างสรรค์,13.83684109,100.7716104,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนแสงวิมาน,13.82699553,100.770759,1010,มีนบุรี
clinic,คลินิกเวชกรรมหมอสุทธินันท์,13.8376356,100.7704686,1046,คลองสามวา
clinic,แกรมเมอรัสคลินิกเวชกรรม,13.8033291,100.7703416,1010,มีนบุรี
clinic,เฌอคลินิกเวชกรรม สาขาพาซิโอลาดกระบัง,13.7220916,100.7698199,1011,ลาดกระบัง
clinic,ดีว่าคลินิกเวชกรรม,13.7220916,100.7698199,1011,ลาดกระบัง
clinic,ฟอเรสเทียสคลินิกเวชกรรม,13.7220916,100.7698199,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนกมาลุลอิสลาม,13.83812095,100.7696037,1046,คลองสามวา
clinic,พลอยใสคลินิกเวชกรรม,13.805296,100.7692167,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนดารุสสลามสร้างสรรค์,13.91669956,100.7646018,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนอาบูพัฒนา,13.83201724,100.7637304,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่ 8 ร่วมใจพัฒนา,13.83084299,100.763629,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนคลองโตนด,13.81027026,100.7588036,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนวัดสุขใจ,13.8731774,100.7587401,1046,คลองสามวา
clinic,เวิร์ลคลินิกบาย ดร.บล็อค คลินิกเวชกรรม,13.8379517,100.7582459,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนร่วมใจพัฒนา,13.72603751,100.7581277,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนร่วมใจรักษ์พัฒนา,13.82999086,100.7564266,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านอินเตอร์,13.82828201,100.7552483,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนวัดบำรุงรื่น,13.74513028,100.755071,1011,ลาดกระบัง
hospital_public,โรงพยาบาลคลองสามวา,13.91021651,100.7537203,1046,คลองสามวา
clinic,โรงพยาบาลคลองสามวา,13.9102014,100.7537153,1046,คลองสามวา
hospital_public,โรงพยาบาลคลองสามวา,13.9102,100.75371,1046,คลองสามวา
clinic,คลินิกเวชกรรมชุมชนราษฎร์อุทิศ 58,13.8228359,100.7536533,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านเคหะนคร 2,13.71748518,100.7533214,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนวัดลำกระดาน,13.91714531,100.7529281,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนอับดุลเลาะ,13.78637555,100.7508288,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนสุเหร่าแสนแสบ,13.82705274,100.7501983,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนประชาร่วมใจ,13.72556212,100.7487032,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนวังตาหนวด,13.85779478,100.7485689,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนคลองสามประเวศหมู่ 5,13.75123549,100.7481077,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนศีลาภิรัติอุปถัมภ์,13.73072332,100.7473916,1011,ลาดกระบัง
clinic,ร่มเกล้าคลินิกเวชกรรม,13.7635032,100.7467252,1011,ลาดกระบัง
clinic,กวีคลินิกเวชกรรม,13.7691217,100.7465678,1011,ลาดกระบัง
clinic,นิติพลคลินิกเวชกรรม สาขาบิ๊กซีร่มเกล้า,13.765503,100.7465085,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 15,13.734179,100.746093,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 15,13.734942,100.7460916,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านรุ่งนภาเพลส,13.77773358,100.7459188,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนบึงพระยา,13.81714787,100.7449541,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนพัฒนาบึงขวาง,13.79916497,100.7444596,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนบึงไผ่พัฒนา,13.84120917,100.7422567,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนรุ่งนภา,13.7787649,100.7406831,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนนูรุ้ลพัฒนา,13.77398053,100.7398339,1010,มีนบุรี
pharmacy_nhso,ร้านเอ็กซ์ต้า พลัส สาขาตลาดบัญญัติทรัพย์ จุด 2,13.7221944,100.7387778,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนวัดปากบึง,13.77688255,100.7384591,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า  โซน 8,13.76983463,100.7381665,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนวัดสังฆราชา,13.72536878,100.7376813,1011,ลาดกระบัง
pharmacy_nhso,ร้านขายยาเซฟดรัก เซ็นเตอร์,13.809866,100.737538,1010,มีนบุรี
clinic,ธนดลคลินิกเวชกรรม,13.8328171,100.7373377,1046,คลองสามวา
clinic,คลินิกเวชกรรมใกล้บ้านใกล้ใจ 10,13.8207261,100.7371985,1010,มีนบุรี
clinic,ลาดกระบังเมดิคลินิกเวชกรรม,13.7221076,100.7363609,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนพนาสนธ์ 2,13.83176116,100.7362944,1010,มีนบุรี
clinic,ร่วมใจรักษ์คลินิกเวชกรรม,13.83756573,100.7354462,1046,คลองสามวา
clinic,ร่วมใจรักษ์คลินิกเวชกรรม,13.8374232,100.7353906,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนหมู่บ้านพนาสนธิ์ 3,13.83402935,100.735081,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 5,13.76461463,100.7350025,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า  โซน 11,13.76949613,100.7348998,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 202,13.76660391,100.7348877,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 4,13.76515939,100.7346551,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 6,13.76280951,100.7346378,1011,ลาดกระบัง
clinic,เคหะร่มเกล้าคลินิกเวชกรรม,13.7605245,100.7341807,1011,ลาดกระบัง
clinic,เคหะร่มเกล้าคลินิกเวชกรรม,13.7605245,100.7341807,1011,ลาดกระบัง
clinic,เคหะร่มเกล้าคลินิกเวชกรรม,13.760571,100.7341213,1011,ลาดกระบัง
clinic,เดอะไนท์คลินิกเวชกรรม,13.7617598,100.7338728,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 7,13.76733548,100.7336817,1011,ลาดกระบัง
clinic,เดอะแพชชั่นคลินิกเวชกรรม,13.7727749,100.7336805,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 1,13.77294028,100.7335474,1011,ลาดกระบัง
clinic,คลินิกเวชกรรมการ์เด้นโฮม,13.8837715,100.7323605,1046,คลองสามวา
clinic,คลินิกเวชกรรมการ์เด้นโฮม,13.88365769,100.7323478,1046,คลองสามวา
pharmacy_nhso,ร้านยาเอ็กซ์ต้า พลัส สาขานิมิตรใหม่ ซอย 40,13.88397386,100.7320568,1046,คลองสามวา
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า  โซน 9,13.7597563,100.7318135,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 3,13.76698834,100.7316356,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 2,13.7704272,100.7310321,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนร่มเกล้า 1,13.73038879,100.7307287,1011,ลาดกระบัง
community_healthcenter,ศูนย์สุขภาพชุมชนม.7 สามัคคีคลองสองต้นนุ่น,13.80649385,100.7305858,1010,มีนบุรี
healthcenter,ศูนย์บริการสาธารณสุข 43 มีนบุรี,13.81323307,100.7305036,1010,มีนบุรี
community_healthcenter,ศูนย์สุขภาพชุมชนเคหะชุมชนร่มเกล้า โซน 12,13.77196841,100.7303684,1011,ลาดกระบัง
clinic,นวมินทร์สุขภาพดีคลินิกเวชกรรม สาขาตลาดเกรียงไกร,13.7619156,100.7302663,1011,ลาดกระบัง
pharmacy_nhso,องศาคลังยา,13.770846,100.730119,1011,ลาดกระบัง
