group1,group2,n1,n2,mean1,mean2,std1,std2,difference,test,statistic,p_value,cohens_d,significant,domain,indicator,cohens_h
General Population,Elderly,1315,2986,0.17110266159695817,0.10549229738780978,,,0.06561036420914838,Chi-Square,35.20074934978919,2.9740908794909756e-09,,True,Healthcare Access,skipped_medical_no_time,0.1913176895618064
General Population,LGBT+,1315,685,0.17110266159695817,0.2116788321167883,,,-0.040576170519830146,Chi-Square,4.652683954913992,0.031005033117943885,,True,Healthcare Access,skipped_medical_no_time,-0.10327411828895328
General Population,Disabled,1315,638,0.17110266159695817,0.16927899686520376,,,0.0018236647317544097,Chi-Square,0.0013220010927170731,0.9709958403257001,,False,Healthcare Access,skipped_medical_no_time,0.004852764520964614
General Population,Informal Workers,1315,2645,0.17110266159695817,0.13686200378071833,,,0.03424065781623983,Chi-Square,7.8870457454636504,0.004979012691647327,,True,Healthcare Access,skipped_medical_no_time,0.0950017743224909
General Population,Elderly,1315,2986,0.1376425855513308,0.108841259209645,,,0.028801326341685793,Chi-Square,7.020561159088845,0.008057897364421987,,True,Healthcare Access,skipped_medical_fear,0.08775732222875798
General Population,LGBT+,1315,685,0.1376425855513308,0.2321167883211679,,,-0.09447420276983709,Chi-Square,27.82394190403133,1.3287162649775051e-07,,True,Healthcare Access,skipped_medical_fear,-0.24520526556047284
General Population,Disabled,1315,638,0.1376425855513308,0.17398119122257052,,,-0.036338605671239727,Chi-Square,4.179809258022131,0.040908304558193956,,True,Healthcare Access,skipped_medical_fear,-0.10035161269300308
General Population,Informal Workers,1315,2645,0.1376425855513308,0.1448015122873346,,,-0.007158926736003796,Chi-Square,0.3122670768101728,0.5762923370650122,,False,Healthcare Access,skipped_medical_fear,-0.020558348528589065
General Population,Elderly,1315,2986,0.6859315589353612,0.7826523777628935,,,-0.09672081882753236,Chi-Square,45.410590466414774,1.5976813935949746e-11,,True,Healthcare Access,poor_oral_health,-0.21978739623692167
General Population,LGBT+,1315,685,0.6859315589353612,0.6846715328467153,,,0.001260026088645838,Chi-Square,4.6923792765433606e-05,0.9945344582127097,,False,Healthcare Access,poor_oral_health,0.0027132610072233554
General Population,Disabled,1315,638,0.6859315589353612,0.7836990595611285,,,-0.09776750062576733,Chi-Square,19.794085663859974,8.624914328223001e-06,,True,Healthcare Access,poor_oral_health,-0.22232738262407814
General Population,Informal Workers,1315,2645,0.6859315589353612,0.7512287334593573,,,-0.06529717452399608,Chi-Square,18.650598690601626,1.5699796595854496e-05,,True,Healthcare Access,poor_oral_health,-0.14542348206493383
General Population,Elderly,1315,2986,0.11863117870722434,0.07568653717347622,,,0.04294464153374812,Chi-Square,20.277570305473702,6.698123001886673e-06,,True,Healthcare Access,no_oral_health_access,0.14584841076280142
General Population,LGBT+,1315,685,0.11863117870722434,0.15036496350364964,,,-0.0317337847964253,Chi-Square,3.7468051865507923,0.052908547674426105,,False,Healthcare Access,no_oral_health_access,-0.09315990382054662
General Population,Disabled,1315,638,0.11863117870722434,0.12225705329153605,,,-0.0036258745843117113,Chi-Square,0.024689624010658873,0.8751429285490006,,False,Healthcare Access,no_oral_health_access,-0.01114037148821545
General Population,Informal Workers,1315,2645,0.11863117870722434,0.09640831758034027,,,0.02222286112688407,Chi-Square,4.427503328598015,0.035364201880796614,,True,Healthcare Access,no_oral_health_access,0.07182909330087106
General Population,Elderly,1303,2909,2.357636224098235,2.6913028532141627,0.6507360358108212,0.6610581848241068,-0.3336666291159278,t-test,-15.306304445910095,1.1777310717207862e-50,-0.5071821565122225,True,Healthcare Access,has_welfare,
General Population,LGBT+,1303,680,2.357636224098235,2.5441176470588234,0.6507360358108212,0.600290149025075,-0.18648142296058845,t-test,-6.377864294963109,2.396025046012857e-10,-0.2941821859552581,True,Healthcare Access,has_welfare,
General Population,Disabled,1303,585,2.357636224098235,2.7452991452991453,0.6507360358108212,0.5659420148089206,-0.3876629212009104,t-test,-13.12422573662546,5.204559475682131e-37,-0.6195578782663139,True,Healthcare Access,has_welfare,
General Population,Informal Workers,1303,2602,2.357636224098235,2.7071483474250577,0.6507360358108212,0.5610883039830263,-0.3495121233268228,t-test,-16.550285761630978,3.309783362376655e-58,-0.5898904312964831,True,Healthcare Access,has_welfare,
General Population,Elderly,1315,2986,0.9961977186311787,0.9859343603482921,,,0.010263358282886603,Chi-Square,7.973265824377075,0.004747321304980935,,True,Education & Skills,can_speak,0.11435333339179099
General Population,LGBT+,1315,685,0.9961977186311787,0.9985401459854014,,,-0.0023424273542227425,Fisher's Exact,,0.6706650392651252,,False,Education & Skills,can_speak,-0.046968893192055106
General Population,Disabled,1315,638,0.9961977186311787,0.9545454545454546,,,0.04165226408572409,Chi-Square,41.16751561598826,1.3972550730253618e-10,,True,Education & Skills,can_speak,0.30629609602621777
General Population,Informal Workers,1315,2645,0.9961977186311787,0.991304347826087,,,0.004893370805091668,Chi-Square,2.339202873326131,0.12615409388081805,,False,Education & Skills,can_speak,0.0633687459400738
General Population,Elderly,1315,2986,0.993916349809886,0.955123911587408,,,0.03879243822247802,Chi-Square,41.826512940651156,9.974171978419973e-11,,True,Education & Skills,can_read,0.27076002364872176
General Population,LGBT+,1315,685,0.993916349809886,0.997080291970803,,,-0.003163942160916977,Fisher's Exact,,0.5093141285560814,,False,Education & Skills,can_read,-0.048032817384977555
General Population,Disabled,1315,638,0.993916349809886,0.8557993730407524,,,0.1381169767691336,Chi-Square,165.85045603639463,5.963930074561591e-38,,True,Education & Skills,can_read,0.6228710952786787
General Population,Informal Workers,1315,2645,0.993916349809886,0.9837429111531191,,,0.010173438656766898,Chi-Square,6.3728084127445275,0.011588206002726495,,True,Education & Skills,can_read,0.0995485072634632
General Population,Elderly,1315,2986,0.993916349809886,0.943067649028801,,,0.05084870078108494,Chi-Square,58.22444047533385,2.3385563719761463e-14,,True,Education & Skills,can_write,0.3257041139464909
General Population,LGBT+,1315,685,0.993916349809886,0.997080291970803,,,-0.003163942160916977,Fisher's Exact,,0.5093141285560814,,False,Education & Skills,can_write,-0.048032817384977555
General Population,Disabled,1315,638,0.993916349809886,0.8103448275862069,,,0.18357152222367912,Chi-Square,231.69676242959858,2.5428033672051987e-52,,True,Education & Skills,can_write,0.7450202103758339
General Population,Informal Workers,1315,2645,0.993916349809886,0.9803402646502836,,,0.013576085159602402,Chi-Square,9.958022238674019,0.001601500052153132,,True,Education & Skills,can_write,0.1251993130353175
General Population,Elderly,1315,2986,0.9961977186311787,0.9464166108506363,,,0.049781107780542344,Chi-Square,59.984734156535566,9.55959717472236e-15,,True,Education & Skills,can_math,0.34379565607659934
General Population,LGBT+,1315,685,0.9961977186311787,0.9941605839416059,,,0.0020371346895727838,Fisher's Exact,,0.5022646984669512,,False,Education & Skills,can_math,0.029577707819126164
General Population,Disabled,1315,638,0.9961977186311787,0.8056426332288401,,,0.19055508540233856,Chi-Square,249.77762420502938,2.90348570830515e-56,,True,Education & Skills,can_math,0.7897091620330783
General Population,Informal Workers,1315,2645,0.9961977186311787,0.9871455576559547,,,0.009052160975223988,Chi-Square,6.4814704499162925,0.010900476954626401,,True,Education & Skills,can_math,0.10383992917659635
General Population,Elderly,1315,2986,5.995437262357415,2.9367046215673143,1.6062029265882403,1.8201401802804726,3.0587326407901005,t-test,55.191887128061374,0.0,1.7403732302293586,True,Education & Skills,education_level,
General Population,LGBT+,1315,685,5.995437262357415,5.665693430656934,1.6062029265882403,1.6668613025036805,0.3297438317004806,t-test,4.250607273057227,2.27923528161956e-05,0.20264201412518948,True,Education & Skills,education_level,
General Population,Disabled,1315,638,5.995437262357415,3.147335423197492,1.6062029265882403,2.121930961425008,2.8481018391599227,t-test,29.989583379646337,1.4299324085051306e-141,1.5902378948161267,True,Education & Skills,education_level,
General Population,Informal Workers,1315,2645,5.995437262357415,3.7637051039697544,1.6062029265882403,1.9797877766793,2.2317321583876604,t-test,38.02990072945884,7.838238048518356e-261,1.197227524412569,True,Education & Skills,education_level,
General Population,Elderly,1315,2986,0.2874524714828897,0.15974547890154053,,,0.12770699258134918,Chi-Square,92.68297799117464,6.137923202047335e-22,,True,Education & Skills,has_training,0.30939022042395725
General Population,LGBT+,1315,685,0.2874524714828897,0.25985401459854013,,,0.027598456884349587,Chi-Square,1.5743908794525925,0.20957049567127797,,False,Education & Skills,has_training,0.0619206596270625
General Population,Disabled,1315,638,0.2874524714828897,0.09717868338557993,,,0.19027378809730977,Chi-Square,88.02082214329171,6.476905209051133e-21,,True,Education & Skills,has_training,0.49769256100993586
General Population,Informal Workers,1315,2645,0.2874524714828897,0.16899810964083176,,,0.11845436184205796,Chi-Square,74.00702349576098,7.783958298895718e-18,,True,Education & Skills,has_training,0.2844222019221274
General Population,Elderly,1315,2986,0.7885931558935361,0.384125920964501,,,0.4044672349290351,Chi-Square,595.9382662302856,1.2801575154970615e-131,,True,Employment & Income,employed,0.8491532984041397
General Population,LGBT+,1315,685,0.7885931558935361,0.7401459854014598,,,0.04844717049207625,Chi-Square,5.7337126580374465,0.016642262518050177,,True,Employment & Income,employed,0.11429135614814268
General Population,Disabled,1315,638,0.7885931558935361,0.2617554858934169,,,0.5268376700001192,Chi-Square,502.08002052108566,3.3527538763898716e-111,,True,Employment & Income,employed,1.111935827752623
General Population,Informal Workers,1315,2645,0.7885931558935361,1.0,,,-0.21140684410646393,Fisher's Exact,,3.221905077694853e-143,,True,Employment & Income,employed,-0.9555174098594374
General Population,Elderly,1140,1147,0.9587719298245614,0.08369659982563209,,,0.8750753299989293,Chi-Square,1750.5424709807921,0.0,,True,Employment & Income,has_contract,2.145656642629791
General Population,LGBT+,1140,603,0.9587719298245614,0.5373134328358209,,,0.4214584969887405,Chi-Square,457.95731389511195,1.3378800208474364e-101,,True,Employment & Income,has_contract,1.0871625995891128
General Population,Disabled,1140,178,0.9587719298245614,0.46629213483146065,,,0.49247979499310074,Chi-Square,383.33165304583883,2.342158278700914e-85,,True,Employment & Income,has_contract,1.2293258088414625
General Population,Informal Workers,1140,2645,0.9587719298245614,0.0,,,0.9587719298245614,Fisher's Exact,,0.0,,True,Employment & Income,has_contract,2.732655234500468
General Population,Elderly,1140,1147,0.8192982456140351,0.08805579773321709,,,0.7312424478808179,Chi-Square,1231.042786793071,1.0937215513814026e-269,,True,Employment & Income,has_occupation_welfare,1.6609111093705105
General Population,LGBT+,1140,603,0.8192982456140351,0.538971807628524,,,0.28032643798551105,Chi-Square,153.1226545330129,3.6013638940030575e-35,,True,Employment & Income,has_occupation_welfare,0.6146503059062915
General Population,Disabled,1140,178,0.8192982456140351,0.42134831460674155,,,0.39794993100729353,Chi-Square,133.63802021746432,6.556265749374145e-31,,True,Employment & Income,has_occupation_welfare,0.8506324891619483
General Population,Informal Workers,1140,2645,0.8192982456140351,0.10586011342155009,,,0.713438132192485,Chi-Square,1857.9063742086844,0.0,,True,Employment & Income,has_occupation_welfare,1.6006813517983876
General Population,Elderly,1010,863,30543.40594059406,14770.220162224798,18000.178230688038,9333.220949518964,15773.185778369263,t-test,24.288413366791307,8.023414307565211e-111,1.0760628660322673,True,Employment & Income,monthly_income,
General Population,LGBT+,1010,458,30543.40594059406,25368.53711790393,18000.178230688038,16509.015408527946,5174.868822690132,t-test,5.4072934334091425,8.083866181993585e-08,0.29488226157148223,True,Employment & Income,monthly_income,
General Population,Disabled,1010,152,30543.40594059406,20252.17105263158,18000.178230688038,14447.944876326015,10291.23488796248,t-test,7.906729770814269,1.1298869016888067e-13,0.5854457061088175,True,Employment & Income,monthly_income,
General Population,Informal Workers,1010,2048,30543.40594059406,18810.1611328125,18000.178230688038,13826.93612490706,11733.24480778156,t-test,18.23220773491985,1.108605763816076e-67,0.7653304481448978,True,Employment & Income,monthly_income,
General Population,Elderly,1060,1146,9.086792452830188,7.939790575916231,1.7410272044047597,2.477646007355094,1.1470018769139578,t-test,12.65397898655428,2.1307501518641402e-35,0.5321623037467029,True,Employment & Income,working_hours,
General Population,LGBT+,1060,504,9.086792452830188,9.015873015873016,1.7410272044047597,1.8926839452603161,0.07091943695717262,t-test,0.7103587628160157,0.47766199763018324,0.0395917875461233,False,Employment & Income,working_hours,
General Population,Disabled,1060,168,9.086792452830188,8.267857142857142,1.7410272044047597,2.4137163293129102,0.8189353099730461,t-test,4.226804184495254,3.635831530540675e-05,0.44335631338238307,True,Employment & Income,working_hours,
General Population,Informal Workers,1060,2581,9.086792452830188,8.391708640061992,1.7410272044047597,2.4019519327350216,0.6950838127681962,t-test,9.737967038921248,4.78414368862782e-22,0.3117087093060331,True,Employment & Income,working_hours,
General Population,Elderly,1315,2986,0.08288973384030418,0.041192230408573345,,,0.041697503431730835,Chi-Square,30.293214202820828,3.714230521266633e-08,,True,Employment & Income,occupation_injury,0.17532147619122912
General Population,LGBT+,1315,685,0.08288973384030418,0.08467153284671533,,,-0.00178179900641115,Chi-Square,0.0026548835987533783,0.9589067329115525,,False,Employment & Income,occupation_injury,-0.0064312142068527756
General Population,Disabled,1315,638,0.08288973384030418,0.05329153605015674,,,0.02959819779014744,Chi-Square,5.1182117158569715,0.023676003176180342,,True,Employment & Income,occupation_injury,0.11817704529722672
General Population,Informal Workers,1315,2645,0.08288973384030418,0.057088846880907373,,,0.025800886959396807,Chi-Square,9.115109995598187,0.0025350671229482386,,True,Employment & Income,occupation_injury,0.10154540841480142
General Population,Elderly,1140,1147,0.09912280701754386,0.02877070619006103,,,0.07035210082748283,Chi-Square,46.18004305818902,1.0787017179595323e-11,,True,Employment & Income,unpaid_work,0.29968469294537425
General Population,LGBT+,1140,603,0.09912280701754386,0.0845771144278607,,,0.014545692589683162,Chi-Square,0.8157421981168153,0.3664279954290768,,False,Employment & Income,unpaid_work,0.05040084061999639
General Population,Disabled,1140,178,0.09912280701754386,0.033707865168539325,,,0.06541494184900454,Chi-Square,7.244341616057065,0.007112478915053009,,True,Employment & Income,unpaid_work,0.2712825476336289
General Population,Informal Workers,1140,2645,0.09912280701754386,0.04158790170132325,,,0.05753490531622061,Chi-Square,46.5300138007356,9.022582996805522e-12,,True,Employment & Income,unpaid_work,0.22982788905585172
General Population,Elderly,1315,2986,0.13688212927756654,0.04655056932350971,,,0.09033155995405684,Chi-Square,107.1740974812656,4.0773104671457643e-25,,True,Food Security,food_insecure_worry,0.3230344433368517
General Population,LGBT+,1315,685,0.13688212927756654,0.2,,,-0.06311787072243347,Chi-Square,12.98357842152559,0.0003142348290705463,,True,Food Security,food_insecure_worry,-0.16932916684139077
General Population,Disabled,1315,638,0.13688212927756654,0.10815047021943573,,,0.028731659058130812,Chi-Square,2.9348222921427904,0.08668820215913127,,False,Food Security,food_insecure_worry,0.08776863761227582
General Population,Informal Workers,1315,2645,0.13688212927756654,0.0722117202268431,,,0.06467040905072344,Chi-Square,42.50409967858318,7.053422614864628e-11,,True,Food Security,food_insecure_worry,0.2138332863119391
General Population,Elderly,1315,2986,0.07604562737642585,0.031815137307434696,,,0.04423049006899116,Chi-Square,40.24877380731013,2.2359564022993628e-10,,True,Food Security,food_insecure_skip,0.20011309938081523
General Population,LGBT+,1315,685,0.07604562737642585,0.12992700729927006,,,-0.05388137992284421,Chi-Square,14.657517229241273,0.00012891945056047415,,True,Food Security,food_insecure_skip,-0.17874062672452196
General Population,Disabled,1315,638,0.07604562737642585,0.07366771159874608,,,0.002377915777679776,Chi-Square,0.009095839693799441,0.9240192667097511,,False,Food Security,food_insecure_skip,0.009036281554663406
General Population,Informal Workers,1315,2645,0.07604562737642585,0.04574669187145557,,,0.03029893550497028,Chi-Square,14.732589760873315,0.0001238862464837972,,True,Food Security,food_insecure_skip,0.12766821012350915
General Population,Elderly,1315,2986,0.00532319391634981,0.018754186202277295,,,-0.013430992285927486,Chi-Square,10.498779614532568,0.0011945341443312936,,True,Violence & Safety,community_murder,-0.12870504404628266
General Population,LGBT+,1315,685,0.00532319391634981,0.016058394160583942,,,-0.010735200244234133,Chi-Square,4.678166891885706,0.030548329698271006,,True,Violence & Safety,community_murder,-0.10807648908461284
General Population,Disabled,1315,638,0.00532319391634981,0.018808777429467086,,,-0.013485583513117277,Chi-Square,6.7698147718139445,0.009271245674049924,,True,Violence & Safety,community_murder,-0.1291071821034653
General Population,Informal Workers,1315,2645,0.00532319391634981,0.01058601134215501,,,-0.0052628174258052005,Chi-Square,2.208728988870435,0.1372316944348922,,False,Violence & Safety,community_murder,-0.060091273148847046
General Population,Elderly,1315,2986,0.060836501901140684,0.007032819825853985,,,0.0538036820752867,Chi-Square,112.91496853487436,2.252298095681018e-26,,True,Violence & Safety,physical_violence,0.33052398465019694
General Population,LGBT+,1315,685,0.060836501901140684,0.13138686131386862,,,-0.07055035941272794,Chi-Square,27.92339940210599,1.2621417565550066e-07,,True,Violence & Safety,physical_violence,-0.24339548329734767
General Population,Disabled,1315,638,0.060836501901140684,0.02664576802507837,,,0.034190733876062314,Chi-Square,9.927322653411528,0.0016284322855494612,,True,Violence & Safety,physical_violence,0.17050688468583186
General Population,Informal Workers,1315,2645,0.060836501901140684,0.023818525519848772,,,0.03701797638129191,Chi-Square,33.52376578300877,7.039852001937232e-09,,True,Violence & Safety,physical_violence,0.1885413440133532
General Population,Elderly,1315,2986,0.17186311787072242,0.0361687876758205,,,0.13569433019490193,Chi-Square,232.80211783112935,1.459698411562459e-52,,True,Violence & Safety,psychological_violence,0.4722338894627135
General Population,LGBT+,1315,685,0.17186311787072242,0.291970802919708,,,-0.12010768504898559,Chi-Square,38.04590210192616,6.909968793485212e-10,,True,Violence & Safety,psychological_violence,-0.2867631446973572
General Population,Disabled,1315,638,0.17186311787072242,0.08150470219435736,,,0.09035841567636506,Chi-Square,27.99400952052041,1.216915857966809e-07,,True,Violence & Safety,psychological_violence,0.27589084319154167
General Population,Informal Workers,1315,2645,0.17186311787072242,0.07334593572778828,,,0.09851718214293415,Chi-Square,88.87599614552528,4.203531732555232e-21,,True,Violence & Safety,psychological_violence,0.3064277973753732
General Population,Elderly,1315,2986,0.025095057034220533,0.003683858004018754,,,0.021411199030201777,Chi-Square,39.24677303178976,3.734851315334686e-10,,True,Violence & Safety,sexual_violence,0.1967044768346105
